full_text,clean,token,stop,stemmed,normal,teks
@sosmedkeras Knp yg tradisionalnya saja yg dibina.,sosmedkeras knp yg tradisionalnya saja yg dibina,"['sosmedkeras', 'knp', 'yg', 'tradisionalnya', 'saja', 'yg', 'dibina']","['sosmedkeras', 'knp', 'yg', 'tradisionalnya', 'yg', 'dibina']","['sosmedkeras', 'knp', 'yg', 'tradisional', 'yg', 'bina']",sosmedkeras kenapa yg tradisionalnya saja yg dibina,sosmedkeras knp yg tradisional yg bina
@sosmedkeras Emng sampai hari akhir pun tiba indonesia akan menjadi negara yg sangat berkembang dan tdk akan maju. 2030 kayaknya bakalan krisis dan rusuh,sosmedkeras emng sampai hari akhir pun tiba indonesia akan menjadi negara yg sangat berkembang dan tdk akan maju kayaknya bakalan krisis dan rusuh,"['sosmedkeras', 'emng', 'sampai', 'hari', 'akhir', 'pun', 'tiba', 'indonesia', 'akan', 'menjadi', 'negara', 'yg', 'sangat', 'berkembang', 'dan', 'tdk', 'akan', 'maju', 'kayaknya', 'bakalan', 'krisis', 'dan', 'rusuh']","['sosmedkeras', 'emng', 'hari', 'akhir', 'tiba', 'indonesia', 'menjadi', 'negara', 'yg', 'sangat', 'berkembang', 'tdk', 'maju', 'kayaknya', 'bakalan', 'krisis', 'rusuh']","['sosmedkeras', 'emng', 'hari', 'akhir', 'tiba', 'indonesia', 'jadi', 'negara', 'yg', 'sangat', 'kembang', 'tdk', 'maju', 'kayak', 'bakal', 'krisis', 'rusuh']",sosmedkeras emng sampai hari akhir pun tiba indonesia akan menjadi negara yg sangat berkembang dan tidak akan maju kayaknya bakalan krisis dan rusuh,sosmedkeras emng hari akhir tiba indonesia jadi negara yg sangat kembang tdk maju kayak bakal krisis rusuh
@sosmedkeras masia,sosmedkeras masia,"['sosmedkeras', 'masia']","['sosmedkeras', 'masia']","['sosmedkeras', 'masia']",sosmedkeras masia,sosmedkeras masia
@sosmedkeras Setuju si  kasian org2 yg dagang dipasar apalagi yg udh lansia kan pasti nya pada gaptek  berharap semoga kebijakan ini baik dan bisa memulihkan keadaan.,sosmedkeras setuju si kasian org yg dagang dipasar apalagi yg udh lansia kan pasti nya pada gaptek berharap semoga kebijakan ini baik dan bisa memulihkan keadaan,"['sosmedkeras', 'setuju', 'si', 'kasian', 'org', 'yg', 'dagang', 'dipasar', 'apalagi', 'yg', 'udh', 'lansia', 'kan', 'pasti', 'nya', 'pada', 'gaptek', 'berharap', 'semoga', 'kebijakan', 'ini', 'baik', 'dan', 'bisa', 'memulihkan', 'keadaan']","['sosmedkeras', 'setuju', 'si', 'kasian', 'org', 'yg', 'dagang', 'dipasar', 'yg', 'udh', 'lansia', 'kan', 'nya', 'gaptek', 'berharap', 'semoga', 'kebijakan', 'baik', 'memulihkan', 'keadaan']","['sosmedkeras', 'tuju', 'si', 'kasi', 'org', 'yg', 'dagang', 'pasar', 'yg', 'udh', 'lansia', 'kan', 'nya', 'gaptek', 'harap', 'moga', 'bijak', 'baik', 'pulih', 'ada']",sosmedkeras setuju si kasian orang yg dagang dipasar apalagi yg sudah lansia kan pasti nya pada gaptek berharap semoga kebijakan ini baik dan bisa memulihkan keadaan,sosmedkeras tuju si kasi org yg dagang pasar yg udh lansia kan nya gaptek harap moga bijak baik pulih ada
@sosmedkeras Norak,sosmedkeras norak,"['sosmedkeras', 'norak']","['sosmedkeras', 'norak']","['sosmedkeras', 'norak']",sosmedkeras norak,sosmedkeras norak
@sosmedkeras itu yang gak setuju  gak ikut jualan di tiktok bang  mereka cuma tukang beli aja. maunya yang murah.,sosmedkeras itu yang gak setuju gak ikut jualan di tiktok bang mereka cuma tukang beli aja maunya yang murah,"['sosmedkeras', 'itu', 'yang', 'gak', 'setuju', 'gak', 'ikut', 'jualan', 'di', 'tiktok', 'bang', 'mereka', 'cuma', 'tukang', 'beli', 'aja', 'maunya', 'yang', 'murah']","['sosmedkeras', 'gak', 'setuju', 'gak', 'ikut', 'jualan', 'tiktok', 'bang', 'cuma', 'tukang', 'beli', 'aja', 'maunya', 'murah']","['sosmedkeras', 'gak', 'tuju', 'gak', 'ikut', 'jual', 'tiktok', 'bang', 'cuma', 'tukang', 'beli', 'aja', 'mau', 'murah']",sosmedkeras itu yang tidak setuju tidak ikut jualan di tiktok bang mereka cuma tukang beli aja maunya yang murah,sosmedkeras gak tuju gak ikut jual tiktok bang cuma tukang beli aja mau murah
@sosmedkeras Tuh kan gegara artis² tu kasian yg baru mau belajar cari uang lewat tiktok shop jadi bubar kan..,sosmedkeras tuh kan gegara artis² tu kasian yg baru mau belajar cari uang lewat tiktok shop jadi bubar kan,"['sosmedkeras', 'tuh', 'kan', 'gegara', 'artis²', 'tu', 'kasian', 'yg', 'baru', 'mau', 'belajar', 'cari', 'uang', 'lewat', 'tiktok', 'shop', 'jadi', 'bubar', 'kan']","['sosmedkeras', 'tuh', 'kan', 'gegara', 'artis²', 'tu', 'kasian', 'yg', 'baru', 'mau', 'belajar', 'cari', 'uang', 'lewat', 'tiktok', 'shop', 'jadi', 'bubar', 'kan']","['sosmedkeras', 'tuh', 'kan', 'gegara', 'artis', 'tu', 'kasi', 'yg', 'baru', 'mau', 'ajar', 'cari', 'uang', 'lewat', 'tiktok', 'shop', 'jadi', 'bubar', 'kan']",sosmedkeras tuh kan gegara artis² tu kasian yg baru mau belajar cari uang lewat tiktok shop jadi bubar kan,sosmedkeras tuh kan gegara artis tu kasi yg baru mau ajar cari uang lewat tiktok shop jadi bubar kan
@sosmedkeras Duuuhh pak padahal TIKTOK HARGA NYA LEBIHHH MURAHHH😭,sosmedkeras duuuhh pak padahal tiktok harga nya lebihhh murahhh,"['sosmedkeras', 'duuuhh', 'pak', 'padahal', 'tiktok', 'harga', 'nya', 'lebihhh', 'murahhh']","['sosmedkeras', 'duuuhh', 'pak', 'padahal', 'tiktok', 'harga', 'nya', 'lebihhh', 'murahhh']","['sosmedkeras', 'duuuhh', 'pak', 'padahal', 'tiktok', 'harga', 'nya', 'lebihhh', 'murahhh']",sosmedkeras duuuhh pak padahal tiktok harga nya lebihhh murahhh,sosmedkeras duuuhh pak padahal tiktok harga nya lebihhh murahhh
@sosmedkeras Mantap emang Pak Jokowi. Judol biarin aje  Pak.,sosmedkeras mantap emang pak jokowi judol biarin aje pak,"['sosmedkeras', 'mantap', 'emang', 'pak', 'jokowi', 'judol', 'biarin', 'aje', 'pak']","['sosmedkeras', 'mantap', 'emang', 'pak', 'jokowi', 'judol', 'biarin', 'aje', 'pak']","['sosmedkeras', 'mantap', 'emang', 'pak', 'jokowi', 'judol', 'biarin', 'aje', 'pak']",sosmedkeras mantap emang pak jokowi judol biarin aje pak,sosmedkeras mantap emang pak jokowi judol biarin aje pak
@sosmedkeras Tiktok kan bisa murah  ko malah di larang  biar mahal,sosmedkeras tiktok kan bisa murah ko malah di larang biar mahal,"['sosmedkeras', 'tiktok', 'kan', 'bisa', 'murah', 'ko', 'malah', 'di', 'larang', 'biar', 'mahal']","['sosmedkeras', 'tiktok', 'kan', 'murah', 'ko', 'malah', 'larang', 'biar', 'mahal']","['sosmedkeras', 'tiktok', 'kan', 'murah', 'ko', 'malah', 'larang', 'biar', 'mahal']",sosmedkeras tiktok kan bisa murah ko malah di larang biar mahal,sosmedkeras tiktok kan murah ko malah larang biar mahal
@sosmedkeras Korupsi juga dilarang pak Tapi kan.. https://t.co/wsamjtvQaF,sosmedkeras korupsi juga dilarang pak tapi kan,"['sosmedkeras', 'korupsi', 'juga', 'dilarang', 'pak', 'tapi', 'kan']","['sosmedkeras', 'korupsi', 'dilarang', 'pak', 'kan']","['sosmedkeras', 'korupsi', 'larang', 'pak', 'kan']",sosmedkeras korupsi juga dilarang pak tapi kan,sosmedkeras korupsi larang pak kan
@sosmedkeras Lah ngatur,sosmedkeras lah ngatur,"['sosmedkeras', 'lah', 'ngatur']","['sosmedkeras', 'lah', 'ngatur']","['sosmedkeras', 'lah', 'ngatur']",sosmedkeras lah ngatur,sosmedkeras lah ngatur
@sosmedkeras padahal berdagang dan transaksi di tiktok ngebantu bgt pas covid,sosmedkeras padahal berdagang dan transaksi di tiktok ngebantu bgt pas covid,"['sosmedkeras', 'padahal', 'berdagang', 'dan', 'transaksi', 'di', 'tiktok', 'ngebantu', 'bgt', 'pas', 'covid']","['sosmedkeras', 'padahal', 'berdagang', 'transaksi', 'tiktok', 'ngebantu', 'bgt', 'pas', 'covid']","['sosmedkeras', 'padahal', 'dagang', 'transaksi', 'tiktok', 'ngebantu', 'bgt', 'pas', 'covid']",sosmedkeras padahal berdagang dan transaksi di tiktok ngebantu bgt pas covid,sosmedkeras padahal dagang transaksi tiktok ngebantu bgt pas covid
@sosmedkeras Di tok tok lebih murah,sosmedkeras di tok tok lebih murah,"['sosmedkeras', 'di', 'tok', 'tok', 'lebih', 'murah']","['sosmedkeras', 'tok', 'tok', 'lebih', 'murah']","['sosmedkeras', 'tok', 'tok', 'lebih', 'murah']",sosmedkeras di tok tok lebih murah,sosmedkeras tok tok lebih murah
@sosmedkeras Orang ributin ini pada ngerti masalahnya ga sih. Kmrn tuh yang jadi masalah  si tt ini algoritmanya cmn nampilin produk-produk pedagang luar dari china yang pasarnya ga masuk akal.,sosmedkeras orang ributin ini pada ngerti masalahnya ga sih kmrn tuh yang jadi masalah si tt ini algoritmanya cmn nampilin produkproduk pedagang luar dari china yang pasarnya ga masuk akal,"['sosmedkeras', 'orang', 'ributin', 'ini', 'pada', 'ngerti', 'masalahnya', 'ga', 'sih', 'kmrn', 'tuh', 'yang', 'jadi', 'masalah', 'si', 'tt', 'ini', 'algoritmanya', 'cmn', 'nampilin', 'produkproduk', 'pedagang', 'luar', 'dari', 'china', 'yang', 'pasarnya', 'ga', 'masuk', 'akal']","['sosmedkeras', 'orang', 'ributin', 'ngerti', 'masalahnya', 'ga', 'sih', 'kmrn', 'tuh', 'jadi', 'masalah', 'si', 'tt', 'algoritmanya', 'cmn', 'nampilin', 'produkproduk', 'pedagang', 'luar', 'china', 'pasarnya', 'ga', 'masuk', 'akal']","['sosmedkeras', 'orang', 'ributin', 'ngerti', 'masalah', 'ga', 'sih', 'kmrn', 'tuh', 'jadi', 'masalah', 'si', 'tt', 'algoritmanya', 'cmn', 'nampilin', 'produkproduk', 'dagang', 'luar', 'china', 'pasar', 'ga', 'masuk', 'akal']",sosmedkeras orang ributin ini pada ngerti masalahnya tidak sih kemarin tuh yang jadi masalah si tt ini algoritmanya cmn nampilin produkproduk pedagang luar dari china yang pasarnya tidak masuk akal,sosmedkeras orang ributin ngerti masalah ga sih kmrn tuh jadi masalah si tt algoritmanya cmn nampilin produkproduk dagang luar china pasar ga masuk akal
@sosmedkeras iya larang aja deh pak TAPI PAS PAKET GUA UDAH NYAMPE RUMAH DULU PAK. masalahnya bener-bener baru kemaren gua checkout barang pak🥲,sosmedkeras iya larang aja deh pak tapi pas paket gua udah nyampe rumah dulu pak masalahnya benerbener baru kemaren gua checkout barang pak,"['sosmedkeras', 'iya', 'larang', 'aja', 'deh', 'pak', 'tapi', 'pas', 'paket', 'gua', 'udah', 'nyampe', 'rumah', 'dulu', 'pak', 'masalahnya', 'benerbener', 'baru', 'kemaren', 'gua', 'checkout', 'barang', 'pak']","['sosmedkeras', 'iya', 'larang', 'aja', 'deh', 'pak', 'pas', 'paket', 'gua', 'udah', 'nyampe', 'rumah', 'dulu', 'pak', 'masalahnya', 'benerbener', 'baru', 'kemaren', 'gua', 'checkout', 'barang', 'pak']","['sosmedkeras', 'iya', 'larang', 'aja', 'deh', 'pak', 'pas', 'paket', 'gua', 'udah', 'nyampe', 'rumah', 'dulu', 'pak', 'masalah', 'benerbener', 'baru', 'kemaren', 'gua', 'checkout', 'barang', 'pak']",sosmedkeras iya larang aja deh pak tapi pas paket gua sudah nyampe rumah dulu pak masalahnya benerbener baru kemaren gua checkout barang pak,sosmedkeras iya larang aja deh pak pas paket gua udah nyampe rumah dulu pak masalah benerbener baru kemaren gua checkout barang pak
@sosmedkeras Kayak bisa aja,sosmedkeras kayak bisa aja,"['sosmedkeras', 'kayak', 'bisa', 'aja']","['sosmedkeras', 'kayak', 'aja']","['sosmedkeras', 'kayak', 'aja']",sosmedkeras kayak bisa aja,sosmedkeras kayak aja
